"conversation_id_str,""created_at"",""favorite_count"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username""";;;;;;;;;;;;;
"1976324533146853433,""2025-10-09T16:31:40.000Z"",""0"",""@edricdwsn Coba minta maaf dulu dengan tulus, bilang kamu sadar sering ketiduran dan itu bikin dia kesal. Jelasin alasannya (misal capek kerja), tapi jangan jadi alasan. Lalu, buktikan perubahan: ajak quality time tanpa gangguan, bantu urusan rumah, atau kasih kejutan kecil seperti masak"",""1976324694027727060"","""",""edricdwsn"",""in"","""",""0"",""0"",""0"",""https://x.com/grok/status/1976324694027727060"",""1720665183188922368"",""grok""";;;;;;;;;;;;;
"1976324159983714727,""2025-10-09T16:29:32.000Z"",""0"",""YaAllah gapapa aku capek kerja ampe malem, libur ga nentu, gapapa aku kesepian, tapi tolong banget lancarin rejeki ku dan tolong kelilingin aku sama orang2 yg baik dengan positive vibes dari mereka itu. Tolong jauhin dari yg jahat dan negative vibes itu. Aamiin"",""1976324159983714727"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/eunoianabastala/status/1976324159983714727"",""99426804"",""eunoianabastala""";;;;;;;;;;;;;
"1975964426453811489,""2025-10-09T11:45:01.000Z"",""0"",""@tanyarlfes Kalau capek kerja mending istirahat dulu nder"",""1976252557195608375"","""",""tanyarlfes"",""in"","""",""0"",""0"",""0"",""https://x.com/xiclobenzene/status/1976252557195608375"",""1637419196"",""xiclobenzene""";;;;;;;;;;;;;
"1976243818157809846,""2025-10-09T11:10:17.000Z"",""0"",""capek capek kerja, pulang macet macetan, yang diputer malah playlist autumn 10 hours"",""1976243818157809846"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/mycracktivities/status/1976243818157809846"",""784231927"",""mycracktivities""";;;;;;;;;;;;;
"1976212939792343522,""2025-10-09T09:58:39.000Z"",""0"",""@myarchitecturee capek kerja itu"",""1976225788631670903"","""",""myarchitecturee"",""in"","""",""0"",""1"",""0"",""https://x.com/dragonsworm_/status/1976225788631670903"",""1908040741806551040"",""dragonsworm_""";;;;;;;;;;;;;
"1976213127181312469,""2025-10-09T09:08:20.000Z"",""0"",""Capek kerja, pengen full time bakul kukis aja 😭"",""1976213127181312469"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/iniakiraa/status/1976213127181312469"",""1730829605110788096"",""iniakiraa""";;;;;;;;;;;;;
"1976213080146374916,""2025-10-09T09:08:09.000Z"",""0"",""capek kerja, tp keknya kalo ga kerja lebih capek lagi"",""1976213080146374916"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/apphrodead/status/1976213080146374916"",""1653439767420493824"",""apphrodead""";;;;;;;;;;;;;
"1976141286605307962,""2025-10-09T04:22:52.000Z"",""2"",""Dipikir perempuan yang jadi IRT tuh nggak capek kerja apa gimana kocakkkkk"; ; Si paling capek cuma gara2 kerja di luar rumah.;" "","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;
"Mana masih ada bela lagi nih pembunuhnya."",""1976141286605307962"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/nariousa/status/1976141286605307962"",""1538399851406188545"",""nariousa"","""","""",""""";;;;;;;;;;;;;
"1976127410509881448,""2025-10-09T04:02:05.000Z"",""0"",""@azharrzqn tiap hari udah jajan :("","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;;;
"aku bukan capek kerja tapi capek sama tingkahnya bosku😔"",""1976136056014856698"","""",""azharrzqn"",""in"","""",""0"",""0"",""0"",""https://x.com/gallagwer/status/1976136056014856698"",""1794153985777225729"",""gallagwer"","""","""",""""";;;;;;;;;;;;;
"1976129445837840623,""2025-10-09T03:35:49.000Z"",""0"",""Gemes banget. Lebah aja capek kerja  istirahat, yg manusia diminta kerja kerja kerja"",""1976129445837840623"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/arurin777/status/1976129445837840623"",""1203560109806252034"",""arurin777""";;;;;;;;;;;;;
"1976121397480235297,""2025-10-09T03:03:50.000Z"",""4"",""Kalo lagi capek kerja gitu bilangnya alhamdulillah ya, biar ALLAH tambah nikmatnya."",""1976121397480235297"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/SobatDOME/status/1976121397480235297"",""1922714203024130048"",""SobatDOME""";;;;;;;;;;;;;
"1976085245532180847,""2025-10-09T03:02:43.000Z"",""11"",""@maxtcharaon @tanyarlfes hehe aku dan adek2ku lah anak pesantren itu, tp keadaan kami lebih ke mau gak mau sih kak. ortu gapunya waktu untuk ngerawat, keburu capek kerja. kalau sekolah negri jg jd anak mba bkn anak mama 😇"",""1976121115287200086"","""",""maxtcharaon"",""in"","""",""0"",""1"",""0"",""https://x.com/loloodite/status/1976121115287200086"",""1073227120753631232"",""loloodite""";;;;;;;;;;;;;
"1975887628567527934,""2025-10-09T01:39:55.000Z"",""0"",""@undeRd09s ayang ga capek kerja mulu? :("",""1976100280317116501"","""",""undeRd09s"",""in"","""",""0"",""1"",""0"",""https://x.com/ciaizena/status/1976100280317116501"",""1250608533185286144"",""ciaizena""";;;;;;;;;;;;;
"1976033804235202913,""2025-10-08T22:18:49.000Z"",""0"",""@aeyasaki capek kerja apa gimana ruuu"",""1976049672784576558"","""",""aeyasaki"",""in"","""",""0"",""1"",""0"",""https://x.com/Sun_alreadyde4d/status/1976049672784576558"",""1500594436400549890"",""Sun_alreadyde4d""";;;;;;;;;;;;;
"1975986818484167000,""2025-10-08T18:09:04.000Z"",""0"",""capek kerja, episode berapa ya gue jadi juragan kost""""""""an nya?😮‍💨"",""1975986818484167000"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/nieralland/status/1975986818484167000"",""1815687526679805952"",""nieralland""";;;;;;;;;;;;;
"1975985985415676363,""2025-10-08T18:05:45.000Z"",""0"",""sumpah gua capek banget anjing"; saudara nyusahin bangsat taik anjing ;" gua capek kerja buat biayain lu main slot"","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;
"asuu"",""1975985985415676363"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/MD_Star25/status/1975985985415676363"",""1391082774862340097"",""MD_Star25"","""","""",""""";;;;;;;;;;;;;
"1975952474872910309,""2025-10-08T15:52:40.000Z"",""0"",""Ngga tau kenapa setiap kali hari kacau, capek kerja, atau drama hidup mulai hectic, selalu endingnya aku pesen ini😭";" "","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;;
"Mungkin karena ayamnya gede,"" juicy"","" kulitnya kriuk parah"","" terus sambelnya tuh nendang tapi ngangenin🥹 https://t.co/N7MkdkWyeD"""""",""1975952491759161351"",""https://pbs.twimg.com/media/G2v-T5Ka0AADXMM.jpg"",""_llemonade"",""in"","""",""0"",""1"",""0"",""https://x.com/_llemonade/status/1975952491759161351"",""1278111685744619520"",""_llemonade""";;;;;;;;;;;;;
"1975940534544859629,""2025-10-08T15:34:19.000Z"",""0"",""@tanyarlfes ditatap kalo lagi kangen, kalo lagi capek kerja ngeliatin foto cewek cantik kan jadi ilang capeknya"",""1975947873692070099"","""",""tanyarlfes"",""in"","""",""0"",""0"",""1"",""https://x.com/youurrdev/status/1975947873692070099"",""1190801743476428800"",""youurrdev""";;;;;;;;;;;;;
"1975874184258654405,""2025-10-08T15:28:22.000Z"",""11"",""@tilehopper Ini juga baru baru ini ada pemilik LPK di bintaro ngasih Gaji dibawah UMR, udah gitu dipotong lagi makin dikit"; ; padahal di kontrak nggak ada keterangan pemotongan gaji kalo karyawan izin sakit;" "","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;
"Percuma famous dan kaya tapi ngasih gaji dikit banget lol"",""1975946376539455528"","""",""tilehopper"",""in"","""",""0"",""0"",""3"",""https://x.com/Vyann404/status/1975946376539455528"",""1203671837189623810"",""Vyann404"","""","""",""""";;;;;;;;;;;;;
"1975943482327130554,""2025-10-08T15:16:52.000Z"",""0"",""❓ Makasi banyak udh update kakk, bener2 moodbooster setelah capek kerja, aku tiap hari ngecekin ada update atau engga 😭, sehat terus ya kak 🫶🏻"","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;;;
"💬 🥹🥹🫶🫶🫶istirahat yang banyak nonn #tellonym  https://t.co/ksXCh5NiBh"",""1975943482327130554"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/beomkyeom/status/1975943482327130554"",""1873420160138432512"",""beomkyeom"","""","""",""""";;;;;;;;;;;;;
"1975940979619500469,""2025-10-08T15:06:55.000Z"",""0"",""gue capek banget anjir, capek kerja sumpah mau pindah bagian aja"",""1975940979619500469"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/josistrs/status/1975940979619500469"",""1005939071447851008"",""josistrs""";;;;;;;;;;;;;
"1975940509932929060,""2025-10-08T15:05:03.000Z"",""0"",""Ini mamaku kayaknya bego begoin aku di dalem hati 😭😭😭  kayak """"""""KENAPA SIH LO IYA IYA AJA"""""""" demi apa aku juga capek kerja dibegoin terus mentang mentang nggak enakan, mana gaji nggak sama. Mau minta maaf sama diri sendiri karna lebih mentingin omongan orang dari pada diri sendiri https://t.co/x1An3lcruf"",""1975940509932929060"",""https://pbs.twimg.com/media/G2vza7fbIAA88v4.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/Prcsunlght/status/1975940509932929060"",""1480149885932302342"",""Prcsunlght""";;;;;;;;;;;;;
"1975912874754130389,""2025-10-08T15:03:10.000Z"",""1"",""@tanyakanrl der mending tinggalin deh, aku jua kepikiran mau kuliah di usia segitu btw usia ku sekarang 23 dan insyaallah tahun depan mau nikah. kata cowok ku silahkan mau kuliah, mau tunda kehamilan juga gpp. kalaupun km gak kuliah dan masih mau kerja juga gpp tapi kalau km udh capek kerja"",""1975940035238384032"","""",""tanyakanrl"",""in"","""",""0"",""1"",""0"",""https://x.com/clnmantuu_/status/1975940035238384032"",""1381078962424586240"",""clnmantuu_""";;;;;;;;;;;;;
"1808153902057230485,""2025-10-08T10:51:20.000Z"",""0"",""edisi capek kerja sampe bindeng 🙃 https://t.co/V6VPPSWUVi"",""1975876662408667607"",""https://pbs.twimg.com/amplify_video_thumb/1975876581970350081/img/fJO7PsGXnoK2_piT.jpg"",""aduh_siialan"",""in"","""",""0"",""1"",""0"",""https://x.com/aduh_siialan/status/1975876662408667607"",""1238842060343406592"",""aduh_siialan""";;;;;;;;;;;;;
"1975864132135264379,""2025-10-08T10:03:05.000Z"",""0"",""Bayangin guru ngajar bokem sekelas + gaji dikit lagi. Sehat² ibu bp guru semua 🤍"",""1975864519168790803"","""",""seblakgirll"",""in"","""",""0"",""1"",""0"",""https://x.com/seblakgirll/status/1975864519168790803"",""1667040238194262018"",""seblakgirll""";;;;;;;;;;;;;
"1975841088163492327,""2025-10-08T08:29:59.000Z"",""2"",""capek kerja sm gen milenial anying apasih komandan2 😭😭😭 org lg kesel gini arghhhh https://t.co/FGvCwjaSI2"",""1975841088163492327"",""https://pbs.twimg.com/media/G2uYzfkbIAMN9eR.png"","""",""in"","""",""0"",""0"",""0"",""https://x.com/bebikifutchi/status/1975841088163492327"",""1117424584704184325"",""bebikifutchi""";;;;;;;;;;;;;
"1975835900795109615,""2025-10-08T08:09:22.000Z"",""1"",""Semua capek kerja, tpi klo emng gk mau kerja sama ya blng dong 😴"",""1975835900795109615"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/Dims_inthesky/status/1975835900795109615"",""1462112123773861890"",""Dims_inthesky""";;;;;;;;;;;;;
"1975835587325403220,""2025-10-08T08:08:07.000Z"",""0"",""bahkan wanita iblis satu ini kalo capek kerja pun juga tetep menangis 🥲"",""1975835587325403220"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/cissymou/status/1975835587325403220"",""1682411418350682112"",""cissymou""";;;;;;;;;;;;;
"1975833588382777669,""2025-10-08T08:02:27.000Z"",""0"",""@worksfess Mending pilih gaji dikit, kerjaan sesuai, dan ga stress"",""1975834159362023923"","""",""worksfess"",""in"","""",""0"",""0"",""0"",""https://x.com/d3de_ne/status/1975834159362023923"",""389229205"",""d3de_ne""";;;;;;;;;;;;;
"1975803256199901425,""2025-10-08T06:01:57.000Z"",""0"",""Lemes lemah ambil makanan sendiri aja nggak bisa, sok-sokan mau nikah jadi imam."; ;" Dikata elu doang yang capek kerja"","" Bang?";" "","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;
"Kasian amat almarhumah,"" udah lelah ngurus segala macem tiap hari"","" suaminya bayi raksasa"","" dianggap sex doll"","" masih dibunuh juga 😭🤬 https://t.co/Pkxku1KHXU"""""",""1975803835399786837"",""https://pbs.twimg.com/media/G2t3HgbaIAEuSHz.jpg"",""Karasu_Ubume"",""in"","""",""0"",""1"",""0"",""https://x.com/Karasu_Ubume/status/1975803835399786837"",""168069839""";;;;;;;;;;;;;
"1975803478460289073,""2025-10-08T06:00:32.000Z"",""0"",""Wkwk ahli gizi buat mbg sklh nya adekku keluar, jd mbg nya berhenti sementara😭 pusing orangnya kerja banyak gaji dikit kali ya, mana adekku sering bilang ada aja cacatnya, buah ada uletnya, sayur kecut, nasi kering wkwkwk"",""1975803478460289073"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/oneknrjnh/status/1975803478460289073"",""1138809803667529728"",""oneknrjnh""";;;;;;;;;;;;;
"1975688860701991031,""2025-10-08T04:32:21.000Z"",""0"",""@fromnovvhere @tanyarlfes Bener si kk, knp ga pake ART ya kan kalo dua2 nya udah capek kerja. Daripada ego siapa yg nyiapin ini itu ya pake jasa atau ART aja si tinggal bayar kwkw"",""1975781284636250396"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/lilhopeofme/status/1975781284636250396"",""1908173788761759744"",""lilhopeofme""";;;;;;;;;;;;;
"1975696412374388816,""2025-10-08T04:26:21.000Z"",""3"",""@tanyarlfes tetep ga worth it anjir. mending ngekos. pp 5 jam ttp aja berasa mati. apalagi baliknya 3 jam. bayangkan abis capek kerja, pgn rebahan, tp harus melewati 3 jam buat sampe rumah."",""1975779775034905009"","""",""tanyarlfes"",""in"","""",""0"",""0"",""0"",""https://x.com/chrysanthesun_/status/1975779775034905009"",""1152555975863238658"",""chrysanthesun_""";;;;;;;;;;;;;
"1975777000032997505,""2025-10-08T04:15:19.000Z"",""0"",""Sulitnya menjadi hamba yang bermurah syukur.";" "","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;;
"Beberapa hari ini mengeluh capek kerja,"" sampai K.O ga bertenaga tepar di kasur seharian gara² salah sendiri cuma makan 1x buat aktivitas yg 10k langkah sehari. Udah ampun²an minta infus temen"","" tapi syukur minum obat oral udah baikan."""""",""1975777000032997505"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/vanny_is_funny/status/1975777000032997505"",""1717565898"",""vanny_is_funny"",""""";;;;;;;;;;;;;
"1975757783829029306,""2025-10-08T03:23:21.000Z"",""0"",""@namakurayooo Bukti capek kerja sama cina"",""1975763922415444464"","""",""namakurayooo"",""in"","""",""0"",""1"",""0"",""https://x.com/prmmiiitta/status/1975763922415444464"",""1745280593083207680"",""prmmiiitta""";;;;;;;;;;;;;
"1975759447466344840,""2025-10-08T03:05:34.000Z"",""0"",""Pernah iseng jeplak di depan mertua, kalau dah capek kerja mau di rumah aja ngurus anak. Gong nya dia bilang kalau sayang banget gaji udah segitu di lepas. Jadi semua itu karena uang??😏 Gedeg lama-lama. Terus anak aku nggak sayang gitu kalau ditinggal??😏"",""1975759447466344840"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/Arika20351427/status/1975759447466344840"",""1080275743127425024"",""Arika20351427""";;;;;;;;;;;;;
"1975467440780849377,""2025-10-07T23:17:55.000Z"",""1"",""@tanyarlfes Dulu doa buat bisa kerja dimana aja bahkan lingkungan toxicpun ok asalkan kerja. udah muak banget di tanya tetangga dan sodara kok blom kerja. Alhasil bener dpt kerja di lingkungan toxic gaji dikit, terus resign, dpt kerja lagi gajinya makin dikit. Gpp yg penting kerja"",""1975702155593126391"","""",""tanyarlfes"",""in"","""",""0"",""0"",""0"",""https://x.com/stonewalks/status/1975702155593126391"",""1167709412120657923"",""stonewalks""";;;;;;;;;;;;;
"1975677533539405927,""2025-10-07T23:01:59.000Z"",""0"",""@tanyakanrl Sarannya masuk akal semua, tp semenjak kerja dan siftnya ga pasti beneran dah, acak²an jam tidurnya. Kadang udh capek kerja tp ttp ga bjsa tidur, tp aku ngrasa karena kurang olahraga si😔"",""1975698145972494698"","""",""tanyakanrl"",""in"","""",""0"",""0"",""0"",""https://x.com/ekaph18/status/1975698145972494698"",""1361107393556307968"",""ekaph18""";;;;;;;;;;;;;
"1975664731559203101,""2025-10-07T20:52:53.000Z"",""0"",""Pinjam aja ke bank / pinjol . AKU BUKAN DINAS SOSIAL....!!!"; ;" Kita sama2 capek kerja nyari uang"","" klw cuma di tipu mah bikin kesel"; ;" Pantes aja rezeki lu seret"","" klw kerjaan lu nipu mulu....!!!"","""","""","""","""","""","""","""","""",""""";;;;;;;;;
"DASAR GAK TAU DIRI UDAH PADA DI TOLONG TAPI NIPU"",""1975665657724489963"","""",""HapusAccount"",""in"","""",""0"",""0"",""0"",""https://x.com/HapusAccount/status/1975665657724489963"",""1343460912"",""HapusAccount"","""","""",""""";;;;;;;;;;;;;
"1975591149097357742,""2025-10-07T15:56:49.000Z"",""0"",""pagi sampe malem aman, pikiran tenang, cuma capek kerja"","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;;;
"tapi jelang tidur gini nih pikiran bisa overthinking sampe dinihari 🥹😢😭 https://t.co/xeA3AOuiJj"",""1975591149097357742"",""https://pbs.twimg.com/media/G2q1raXakAAVK_2.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/amsiikwindy/status/1975591149097357742"",""557540874"",""amsiikwindy"","""","""",""""";;;;;;;;;;;;;
"1975588670418919558,""2025-10-07T15:46:58.000Z"",""0"",""beginilah kerja jobdesk seabrek gaji dikit"",""1975588670418919558"","""","""",""in"","""",""1"",""0"",""0"",""https://x.com/nouv3lle/status/1975588670418919558"",""1852798269078040576"",""nouv3lle""";;;;;;;;;;;;;
"1975560534675075555,""2025-10-07T15:43:53.000Z"",""0"",""@tanyarlfes tipes lama2 yg ada udh mah capek kerja capek di perjalanan juga"",""1975587896968290353"","""",""tanyarlfes"",""in"","""",""0"",""0"",""0"",""https://x.com/eysclosedhollic/status/1975587896968290353"",""1211994035776180225"",""eysclosedhollic""";;;;;;;;;;;;;
"1975393287528980518,""2025-10-07T15:28:35.000Z"",""12"",""@michieblues Jangan capek kerja ya teman2, karna disini ada aku yg masih berjuang buat dapetin pekerjaan☺"",""1975584045192147356"","""",""michieblues"",""in"","""",""0"",""0"",""1"",""https://x.com/notwithyouuuu/status/1975584045192147356"",""1512836869096374273"",""notwithyouuuu""";;;;;;;;;;;;;
"1975579236607140066,""2025-10-07T15:09:29.000Z"",""0"",""Capek kerja boleh😮‍💨"; Tapi badan jgn ikutan drop y💪; ; Chat dokter/psikolog; ✅KONSULCB9L2Z;" Obat"",""vit"",""skincare"; ✅OBATCBAS9;" MCU"",""lab"",""vaksin"; ✅HLDXHOMECAREGGFX; Haloskin free ongkir; ✅HALOSKINAFFOX51; ; Save info kode promonya biar ready pas mau pake🔖;" "","""","""","""","""","""","""","""""
"#zonajajan #zonauang #voucherhalodoc"",""1975579236607140066"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/Rebahinajah/status/1975579236607140066"",""1929352069133250560"",""Rebahinajah"","""","""",""""";;;;;;;;;;;;;
"1975577121520239052,""2025-10-07T15:01:04.000Z"",""0"",""Kalau lagi capek kerja atau kuliah, main roblox aja"",""1975577121520239052"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/gulajutek/status/1975577121520239052"",""1392095191868137482"",""gulajutek""";;;;;;;;;;;;;
"1975559954510868766,""2025-10-07T13:52:51.000Z"",""0"",""Kalau lagi capek kerja, inget aja. Generasi perintis gak boleh lelah🥹!!"",""1975559954510868766"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/FarisHermawan_/status/1975559954510868766"",""83063276"",""FarisHermawan_""";;;;;;;;;;;;;
"1975558640712225221,""2025-10-07T13:47:38.000Z"",""0"",""ni ribut mulu kaga selese. aku makan dl deh yh, dh capek kerja"",""1975558640712225221"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/doughnotcaree/status/1975558640712225221"",""1950201734720344065"",""doughnotcaree""";;;;;;;;;;;;;
"1975556885312119267,""2025-10-07T13:40:40.000Z"",""1"",""Capek-capek kerja, rewardnya cuma dikasih emoticon jempol."",""1975556885312119267"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/linggasiapa/status/1975556885312119267"",""1157294215644114947"",""linggasiapa""";;;;;;;;;;;;;
"1975556794220224978,""2025-10-07T13:40:18.000Z"",""0"",""Capek kerja senin ke jumat ini serius nggak ada adegan dijemput balik kerja jakan siomay mandala ? 🙏🏻"",""1975556794220224978"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/ruuriiaw/status/1975556794220224978"",""1358223630"",""ruuriiaw""";;;;;;;;;;;;;
"1975551819473732086,""2025-10-07T13:20:32.000Z"",""1"",""Yang mau healing di Jambi tapi takut dompet ikutan sakit… sini deh 😭👇"; RedDoorz kasih promo 30% buat weekend staycation! 💃✨; ; Harga? Dijamin paling murah.; Mood? Langsung naik 200%.; Capek kerja? Obatin dulu di kasur empuk RedDoorz 😴🔥;" Yuk pake kode RDAFFDELLZY"","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;
"#RedDoorzJambi"",""1975551819473732086"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/della_saraswati/status/1975551819473732086"",""1649435973405777921"",""della_saraswati"","""","""",""""";;;;;;;;;;;;;
"1975550999344652565,""2025-10-07T13:17:16.000Z"",""1"",""Duh gw capek capek kerja nyari duitnya aja semoga dijauhi dr org org yg selingkuh di kantor 🙏"",""1975550999344652565"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/sukabobatea/status/1975550999344652565"",""952331648200306690"",""sukabobatea""";;;;;;;;;;;;;
"1975549406192840846,""2025-10-07T13:10:57.000Z"",""1"",""Aku dikasih hadiah terus tiap habis capek kerja. Leehan ㅠㅠ https://t.co/IdEMhcSD9F"",""1975549406192840846"",""https://pbs.twimg.com/media/G2qPsg8bYAAJwzp.jpg"","""",""in"","""",""0"",""2"",""0"",""https://x.com/amaranthineys/status/1975549406192840846"",""1946028254671806464"",""amaranthineys""";;;;;;;;;;;;;
"1975547607222235360,""2025-10-07T13:03:48.000Z"",""0"",""Mending leha-leha gaji besar lah, jujur ngapain pusing2 kerja klo gaji dikit?"",""1975547607222235360"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/Devaaada/status/1975547607222235360"",""1148809494127710208"",""Devaaada""";;;;;;;;;;;;;
"1975547580202557939,""2025-10-07T13:03:41.000Z"",""0"",""Sebaik apapun yg telah aku lakukan kemaren yg diinget juga yg jeleknya mulu. Sekali-kali pengen egois. Aku juga butuh ruang privasi untuk diriku sendiri setelah seharian capek kerja. Emang dipandang sebelah mata banget aku tuh di keluarga ini. Terutama di mata ortu sendiri"",""1975547580202557939"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/KimLixiee/status/1975547580202557939"",""1392316530487033857"",""KimLixiee""";;;;;;;;;;;;;
"1975510134114951261,""2025-10-07T10:34:53.000Z"",""1"",""ya Allah pls bless my man with strength :( kasian tiap kali liat dia capek kerja hiks"",""1975510134114951261"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/nakamotO______O/status/1975510134114951261"",""759438619396362240"",""nakamotO______O""";;;;;;;;;;;;;
"1975506961149141112,""2025-10-07T10:27:22.000Z"",""0"",""@skiyoomine Dia capek kerja kerasnya selama ±10 tahun g dapet uang sama sekali. Mulai dari gaji dia sebagai editor, penyanyi, composer, pemilik dari brand label juga soalnya uangnya digelapin sama manajernya dpr dulu si scott pukimak"",""1975508239824658546"","""",""skiyoomine"",""in"","""",""0"",""1"",""0"",""https://x.com/shiro_oniii/status/1975508239824658546"",""1276469361255931905"",""shiro_oniii""";;;;;;;;;;;;;
"1975453568451944889,""2025-10-07T10:04:31.000Z"",""0"",""@Shellaemeliana1 capek kerja terus"",""1975502489974874316"","""",""Shellaemeliana1"",""in"","""",""0"",""0"",""0"",""https://x.com/usefuldaily_/status/1975502489974874316"",""1115383570942402560"",""usefuldaily_""";;;;;;;;;;;;;
"1975477757972025644,""2025-10-07T09:58:48.000Z"",""0"",""@yurpya capek kerja yh?"",""1975501051794166152"","""",""yurpya"",""in"","""",""0"",""0"",""0"",""https://x.com/pikicann/status/1975501051794166152"",""3114990696"",""pikicann""";;;;;;;;;;;;;
"1974769118919495843,""2025-10-07T09:37:29.000Z"",""0"",""@hyeyozn Capek kerja terus, mbak.. https://t.co/idd4Zeza7j"",""1975495687891787974"",""https://pbs.twimg.com/tweet_video_thumb/G2pe2mnbIAA9X9t.jpg"",""hyeyozn"",""in"","""",""0"",""1"",""0"",""https://x.com/Leetaeyofng/status/1975495687891787974"",""910627466737102848"",""Leetaeyofng""";;;;;;;;;;;;;
"1975063467360133261,""2025-10-07T09:15:11.000Z"",""0"",""@tempodotco Ga usah pak polisi,biar pun benar dlm penyelidikan nggak akan bisa di bawa pengadilan...percuma capek kerja...."",""1975490076252717466"","""",""tempodotco"",""in"","""",""0"",""0"",""0"",""https://x.com/makoneng628/status/1975490076252717466"",""1799433830002245632"",""makoneng628""";;;;;;;;;;;;;
"1975489424323711377,""2025-10-07T09:12:36.000Z"",""0"",""capek kerja itu bukan soal fisik"",""1975489424323711377"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/suaminyonya/status/1975489424323711377"",""1161296329814863872"",""suaminyonya""";;;;;;;;;;;;;
"1975486950862954896,""2025-10-07T09:02:46.000Z"",""1"",""capek kerja, tapi ingat kalo harus……"",""1975486950862954896"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/petualanganeko/status/1975486950862954896"",""1951418395951505410"",""petualanganeko""";;;;;;;;;;;;;
"1975345343354085483,""2025-10-07T04:53:00.000Z"",""0"",""@tanyakanrl Urus rumah tangga juga kerja dan sama2 capek. Kerja di kantoran atau diluar rumah dapat uang bulanan. Kerja dirumah dapat pahala dari Allah udah urus anak, suami"",""1975424094901575989"","""",""tanyakanrl"",""in"","""",""0"",""0"",""0"",""https://x.com/ehmylove_/status/1975424094901575989"",""1696496463218638849"",""ehmylove_""";;;;;;;;;;;;;
"1975422353669824896,""2025-10-07T04:46:05.000Z"",""0"",""lama lama capek kerja monoton. apa gelutin aja ya hobby ini? tpi masih basic bangettt ih"",""1975422353669824896"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/2_dcies/status/1975422353669824896"",""1648368307698032641"",""2_dcies""";;;;;;;;;;;;;
"1974476519616717216,""2025-10-07T04:39:44.000Z"",""0"",""@KucengTerbanggg Aku capek kerja boleh ngga sih tiba2 dapat uang tanpa kerja"",""1975420754490687952"","""",""KucengTerbanggg"",""in"","""",""0"",""0"",""0"",""https://x.com/mylife2482/status/1975420754490687952"",""1939699909768462336"",""mylife2482""";;;;;;;;;;;;;
"1975416410622075186,""2025-10-07T04:22:28.000Z"",""0"",""Capek kerja? Udh biasa"","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;;;
"Capek hidup? Alhamdulillah ngga"",""1975416410622075186"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/ForceLock/status/1975416410622075186"",""1700907632"",""ForceLock"","""","""",""""";;;;;;;;;;;;;
